ticket_id,account_id,customer_segment,uk_region,support_channel,product_area,issue_category,priority_initial,submitted_at,day_of_week,hour_of_day,customer_tenure_months,contract_value_gbp,previous_tickets_90d,avg_sentiment_score,customer_message,message_length,contains_urgent_keyword,contains_refund_keyword,agent_queue_length_at_submit,assigned_agent,agent_experience_months,backlog_age_hours,first_response_minutes,reopened_last_90d,resolved_at,escalated_prior_to_resolution,resolution_hours,final_priority,sla_breached
TCK-202500010,ACC-44795,SMB,East Midlands,Phone,Security,billing_query,High,2025-12-14 23:09:00,Sunday,23,29,11764.56,8,0.196,Client asks for urgent support regarding billing query; impact: payment processing is blocked.,94,0,0,29,Isla,10,23.79,80,0,2025-12-16 03:59:31,1,28.84,High,1
TCK-202500011,ACC-81819,Enterprise,Wales,Web,Reporting,billing_query,Critical,2025-10-09 21:40:00,Thursday,21,0,103418.89,0,,Ticket raised through support queue for Reporting; customer notes billing query and asks for next steps. blocked.,113,1,0,41,Noah,16,13.14,137,0,2025-10-10 16:57:12,1,19.29,Critical,1
TCK-202500012,ACC-33053,Enterprise,Yorkshire,Web,Billing,access_request,Critical,2025-12-06 16:33:00,Saturday,16,52,112478.99,2,-0.003,Ticket raised through support queue for Billing; customer notes access request and asks for next steps.,103,0,0,71,Amelia,6,11.15,282,0,2025-12-07 22:36:48,1,30.06,Critical,1
TCK-202500013,ACC-64377,SMB,Yorkshire,Email,Account Access,refund_request,High,2025-09-04 13:20:00,Thursday,13,47,6672.97,1,-1,The user cannot complete a workflow in Account Access. Error appears during refund request. deadline. Customer mentions invoice correction.,139,1,1,9,Sophie,14,1.98,89,1,2025-09-05 15:56:01,1,26.6,High,1
TCK-202500014,ACC-37742,Mid-Market,Northern Ireland,Web,Mobile App,bug,Critical,2025-09-04 12:41:00,Thursday,12,27,28268.95,9,-0.12,Customer reports bug in Mobile App. They need help because a compliance deadline is near.,89,0,0,33,Mia,20,14.62,244,0,2025-09-06 00:18:48,1,35.63,Critical,1
TCK-202500015,ACC-50888,Mid-Market,South East,chat ,Billing,performance,Critical,2025-12-19 07:14:00,Friday,7,38,14595.45,3,-0.822,Ticket raised through support queue for Billing; customer notes performance and asks for next steps.,100,0,0,50,Leo,28,4.36,225,0,2025-12-19 23:53:20,1,16.66,Critical,1
TCK-202500016,ACC-21359,SMB,South West,Web,account access,performance,Medium,2025-10-04 02:28:00,Saturday,2,11,7608.67,2,0.088,Ticket raised through support queue for account access; customer notes performance and asks for next steps.,107,0,0,19,Isla,19,4.17,106,0,2025-10-05 04:16:26,0,25.81,Medium,0
TCK-202500017,ACC-53357,SMB,South West,Email,Payments,access_request,High,2026-01-17 18:03:00,Saturday,18,23,17800.48,2,,Client asks for urgent support regarding access request; impact: a senior stakeholder is waiting.,97,0,0,60,Grace,16,3.58,236,0,2026-01-18 18:03:44,1,24.01,High,1
TCK-202500018,ACC-43092,Public Sector,South West,Email,Security,bug,Critical,2026-01-26 15:56:00,Monday,15,13,138625.9,2,-0.12,The user cannot complete a workflow in Security. Error appears during bug.,74,0,0,36,Noah,24,2.92,172,1,2026-01-27 17:25:13,1,25.49,Critical,1
TCK-202500019,ACC-69510,SMB,Scotland,Chat,Reporting,billing_query,Medium,2025-12-09 03:13:00,Tuesday,3,29,4208.41,2,0.342,Ticket raised through support queue for Reporting; customer notes billing query and asks for next steps. Customer mentions invoice correction.,142,0,1,46,Muhammad,1,5.06,206,1,2025-12-10 06:35:12,0,27.37,Medium,0
TCK-202500020,ACC-98117,Enterprise,East Midlands,Chat,Reporting,how_to,Critical,2025-12-16 13:20:00,Tuesday,13,0,189477.73,0,0.424,Ticket raised through support queue for Reporting; customer notes how to and asks for next steps.,97,0,0,38,Ava,32,8.69,178,0,2025-12-17 06:42:43,1,17.38,Critical,1
TCK-202500021,ACC-91973,SMB,London,Web,API Integration,bug,High,2026-02-25 03:44:00,Wednesday,3,5,8121.74,0,-0.629,Account team escalated a customer case connected to API Integration. Main issue: bug.,85,0,0,34,Noah,14,8.35,186,0,2026-02-25 18:52:50,0,15.15,High,0
TCK-202500022,ACC-64387,SMB,Yorkshire,Email,Mobile App,integration_failure,High,2026-02-05 12:22:00,Thursday,12,41,7148.46,1,0.404,Ticket raised through support queue for Mobile App; customer notes integration failure and asks for next steps. blocked.,120,1,0,23,Noah,2,11.95,49,0,2026-02-07 01:44:33,1,37.38,High,1
TCK-202500023,ACC-69890,SMB,West Midlands,Phone,API Integration,billing_query,High,2026-01-05 02:28:00,Monday,2,22,5611.49,2,0.178,Customer reports billing query in API Integration. They need help because several end users are affected. Customer mentions invoice correction.,143,0,1,44,Muhammad,9,7.69,67,0,2026-01-06 07:33:25,1,29.09,Critical,1
TCK-202500024,ACC-79621,SMB,West Midlands,Email,Security,performance,High,2025-09-27 01:17:00,Saturday,1,30,12789.91,1,0.787,Ticket raised through support queue for Security; customer notes performance and asks for next steps.,101,0,0,23,Mia,18,35.15,177,0,2025-09-28 16:18:23,1,39.02,Critical,1
TCK-202500025,ACC-11061,Mid-Market,London,Phone,Workflow Automation,how_to,High,2026-01-24 23:41:00,Saturday,23,12,21648.75,3,0.642,The user cannot complete a workflow in Workflow Automation. Error appears during how to.,88,0,0,41,Leo,3,8.32,284,0,2026-01-25 16:53:50,1,17.21,High,0
TCK-202500026,ACC-73156,Public Sector,Wales,Web,Workflow Automation,refund_request,Critical,2026-02-04 14:00:00,Wednesday,14,15,20848.31,1,-0.84,Account team escalated a customer case connected to Workflow Automation. Main issue: refund request. critical. Customer mentions chargeback.,140,1,1,53,Muhammad,29,13.83,237,0,2026-02-06 00:38:04,1,34.63,Critical,1
TCK-202500027,ACC-40775,Enterprise,West Midlands,Web,Reporting,service_outage,High,2026-01-11 06:33:00,Sunday,6,38,22087.01,0,0.265,Client asks for urgent support regarding service outage; impact: the issue affects only one user. urgent.,105,1,0,0,Sophie,31,0.84,96,0,2026-01-12 05:45:58,1,23.22,High,1
TCK-202500028,ACC-84000,SMB,Yorkshire,Email,Account Access,performance,Medium,2025-09-01 12:23:00,Monday,12,19,22484.64,1,1,Customer reports performance in Account Access. They need help because payment processing is blocked.,101,0,0,35,Leo,1,2.47,74,0,2025-09-02 12:17:04,0,23.9,Medium,0
TCK-202500029,ACC-94323,Public Sector,London,Chat,Billing,billing_query,Critical,2026-02-11 16:57:00,Wednesday,16,49,24100.44,1,0.396,The user cannot complete a workflow in Billing. Error appears during billing query. blocked.,92,1,0,68,Oliver,19,4.5,325,0,2026-02-12 21:59:34,1,29.04,Critical,1
TCK-202500030,ACC-21957,Enterprise,Greater Manchester,Phone,Billing,refund_request,Critical,2025-12-12 06:01:00,Friday,6,23,47569.44,3,-0.156,Client asks for urgent support regarding refund request; impact: the issue affects only one user. Customer mentions refund.,123,0,1,17,Mia,12,1.91,42,0,2025-12-12 19:41:17,1,13.67,Critical,1
TCK-202500031,ACC-33647,SMB,Wales,Web,Payments,bug,Medium,2026-01-13 21:20:00,Tuesday,21,24,14716.84,1,-0.046,Customer reports bug in Payments. They need help because monthly reporting is delayed.,86,0,0,25,Muhammad,1,0.71,60,0,2026-01-14 10:07:51,0,12.8,Medium,0
TCK-202500032,ACC-79066,Mid-Market,London,chat ,Account Access,bug,High,2025-10-17 12:22:00,Friday,12,25,13281.02,2,0.305,Customer reports bug in Account Access. They need help because the customer is threatening cancellation.,104,0,0,32,Sophie,37,3.5,152,0,2025-10-18 15:03:19,1,26.69,High,1
TCK-202500033,ACC-57428,SMB,Greater Manchester,Phone,API Integration,billing_query,High,2025-10-31 15:11:00,Friday,15,29,10685.18,1,-0.154,The user cannot complete a workflow in API Integration. Error appears during billing query.,91,0,0,61,Sophie,14,1.27,164,0,2025-11-01 12:46:09,0,21.59,High,0
TCK-202500034,ACC-29786,SMB,South West,Web,Billing,how_to,Medium,2025-11-22 06:26:00,Saturday,6,44,7303.68,2,0.167,Client asks for urgent support regarding how to; impact: several end users are affected.,88,0,0,14,Amelia,32,10.74,75,0,2025-11-22 06:44:00,0,0.3,Medium,0
TCK-202500035,ACC-78690,Mid-Market,West Midlands,Chat,Mobile App,bug,High,2025-12-24 20:23:00,Wednesday,20,24,4888.86,7,-0.103,The user cannot complete a workflow in Mobile App. Error appears during bug.,76,0,0,40,Noah,10,1.22,142,0,2025-12-26 05:42:22,1,33.32,High,1
TCK-202500036,ACC-65496,Mid-Market,London,Email,Workflow Automation,how_to,Medium,2025-09-26 01:01:00,Friday,1,36,28367.46,4,0.41,Account team escalated a customer case connected to Workflow Automation. Main issue: how to.,92,0,0,6,Sophie,16,7.7,130,0,2025-09-27 00:09:46,0,23.15,Medium,0
TCK-202500037,ACC-41348,SMB,South West,Email,Security,data_quality,High,2026-01-20 15:40:00,Tuesday,15,11,12569.83,6,0.48,The user cannot complete a workflow in Security. Error appears during data quality.,83,0,0,43,Ava,17,2.68,252,0,2026-01-22 11:05:26,1,43.42,High,1
TCK-202500038,ACC-51770,Public Sector,Northern Ireland,Email,Mobile App,bug,Critical,2026-01-07 10:32:00,Wednesday,10,3,41887.54,1,0.189,Ticket raised through support queue for Mobile App; customer notes bug and asks for next steps.,95,0,0,39,George,9,4.36,171,1,2026-01-08 22:11:38,1,35.66,Critical,1
TCK-202500039,ACC-57265,SMB,Yorkshire,Chat,Billing,bug,High,2025-11-10 10:18:00,Monday,10,41,5709.09,3,0.003,The user cannot complete a workflow in Billing. Error appears during bug.,73,0,0,49,Ava,23,8.24,227,0,2025-11-12 02:34:42,1,40.28,High,1
TCK-202500040,ACC-72049,SMB,Scotland,Partner portal,Account Access,billing_query,Critical,2025-11-12 19:43:00,Wednesday,19,26,15075.44,4,-1,Client asks for urgent support regarding billing query; impact: the renewal review is due. Customer mentions invoice correction.,128,0,1,29,Amelia,14,13.82,179,0,2025-11-13 10:04:50,1,14.36,Critical,1
TCK-202500041,ACC-63242,SMB,West Midlands,Email,Mobile App,bug,High,2026-01-20 17:23:00,Tuesday,17,17,4138.48,0,-0.34,Ticket raised through support queue for Mobile App; customer notes bug and asks for next steps. critical.,105,1,0,39,Mia,30,2.61,152,0,2026-01-21 07:20:59,0,13.97,High,0
TCK-202500042,ACC-68341,Public Sector,Northern Ireland,Phone,Account Access,bug,Critical,2026-01-08 04:07:00,Thursday,4,51,68161.08,0,-0.277,Customer reports bug in Account Access. They need help because payment processing is blocked.,93,0,0,30,Mia,16,3.68,132,0,2026-01-09 15:26:42,1,35.33,Critical,1
TCK-202500043,ACC-82260,Mid-Market,West Midlands,Email,Mobile App,access_request,High,2025-10-26 08:44:00,Sunday,8,36,20167.82,6,0.445,Customer reports access request in Mobile App. They need help because the issue affects only one user.,102,0,0,36,Harry,11,6.4,298,0,2025-10-27 16:27:27,1,31.72,High,1
TCK-202500044,ACC-94076,Enterprise,Wales,Chat,Security,service_outage,Critical,2025-10-23 17:35:00,Thursday,17,18,11014.32,3,-0.448,Client asks for urgent support regarding service outage; impact: an integration partner is blocked. blocked.,108,1,0,14,Muhammad,27,1.24,170,0,2025-10-24 12:26:42,1,18.86,Critical,1
TCK-202500045,ACC-30932,Enterprise,East Midlands,Email,Workflow Automation,performance,Critical,2025-11-30 13:02:00,Sunday,13,70,58950.07,0,0.232,The user cannot complete a workflow in Workflow Automation. Error appears during performance.,93,0,0,0,Mia,20,5.09,1,0,2025-12-01 10:02:51,1,21.01,Critical,1
TCK-202500046,ACC-91689,Mid-Market,Greater Manchester,Email,Workflow Automation,billing_query,Medium,2025-09-27 06:18:00,Saturday,6,34,13361.13,1,0.639,Account team escalated a customer case connected to Workflow Automation. Main issue: billing query. Customer mentions chargeback.,129,0,1,12,Grace,22,5.8,73,0,2025-09-27 14:45:44,0,8.46,Medium,0
TCK-202500047,ACC-92478,SMB,South West,Phone,Security,bug,Medium,2025-11-27 11:06:00,Thursday,11,40,18262.06,0,0.693,Account team escalated a customer case connected to Security. Main issue: bug.,78,0,0,42,Leo,17,4.34,83,0,2025-11-28 22:22:42,0,35.28,Medium,0
TCK-202500048,ACC-79878,SMB,Northern Ireland,Chat,Mobile App,access_request,Low,2026-02-22 06:40:00,Sunday,6,28,5241.06,1,0.714,Ticket raised through support queue for Mobile App; customer notes access request and asks for next steps.,106,0,0,8,Muhammad,46,2.56,14,0,2026-02-23 06:21:19,0,23.69,Low,0
TCK-202500049,ACC-80592,SMB,Yorkshire,Email,Security,integration_failure,Critical,2025-12-06 16:09:00,Saturday,16,29,4821.16,0,-0.013,Client asks for urgent support regarding integration failure; impact: several end users are affected. immediately.,114,1,0,64,Harry,18,16.86,295,0,2025-12-08 12:41:44,1,44.55,Critical,1
TCK-202500050,ACC-14763,Public Sector,South East,Email,Workflow Automation,bug,Critical,2025-10-25 07:41:00,Saturday,7,20,53548.44,0,-0.053,Account team escalated a customer case connected to Workflow Automation. Main issue: bug.,89,0,0,37,George,25,2.38,236,0,2025-10-26 11:02:11,1,27.35,Critical,1
TCK-202500051,ACC-42512,SMB,South East,Chat,Account Access,bug,High,2025-12-28 23:59:00,Sunday,23,19,10558.92,7,0.345,The user cannot complete a workflow in Account Access. Error appears during bug.,80,0,0,50,Harry,4,8.14,207,0,2025-12-30 05:17:18,1,29.31,High,1
TCK-202500052,ACC-88094,Enterprise,Greater Manchester,Web,Workflow Automation,data_quality,Critical,2026-02-12 08:46:00,Thursday,8,4,34858.34,0,0.027,Account team escalated a customer case connected to Workflow Automation. Main issue: data quality.,98,0,0,23,Ava,16,13.23,142,0,2026-02-12 22:46:41,1,14.01,Critical,1
TCK-202500053,ACC-19046,Public Sector,south west ,Chat,Workflow Automation,billing_query,Critical,2026-02-10 06:17:00,Tuesday,6,1,125056.48,2,0.757,Customer reports billing query in Workflow Automation. They need help because monthly reporting is delayed. Customer mentions chargeback.,137,0,1,21,Grace,9,6.16,40,0,2026-02-11 03:52:41,1,21.59,Critical,1
TCK-202500054,ACC-64950,Mid-Market,London,Email,API Integration,performance,High,2025-10-15 13:15:00,Wednesday,13,26,8632.67,0,-0.477,The user cannot complete a workflow in API Integration. Error appears during performance.,89,0,0,16,Ava,19,10.52,172,0,2025-10-16 18:24:58,1,29.17,High,1
TCK-202500055,ACC-16145,Public Sector,South East,Web,Payments,data_quality,Critical,2025-11-26 04:50:00,Wednesday,4,28,77512.56,1,0.421,Client asks for urgent support regarding data quality; impact: a compliance deadline is near. urgent.,101,1,0,12,Ava,28,2.35,79,0,2025-11-27 04:27:45,1,23.63,Critical,1
TCK-202500056,ACC-53642,SMB,London,Email,Reporting,performance,Critical,2026-01-05 15:14:00,Monday,15,18,44920.54,2,-0.165,The user cannot complete a workflow in Reporting. Error appears during performance.,83,0,0,43,Muhammad,28,5.02,207,0,2026-01-06 07:00:54,1,15.78,Critical,1
TCK-202500057,ACC-84683,Enterprise,South West,Chat,Reporting,integration_failure,Critical,2026-01-13 15:20:00,Tuesday,15,17,128721.36,7,-0.221,Customer reports integration failure in Reporting. They need help because monthly reporting is delayed. blocked.,112,1,0,32,Grace,16,0.62,144,0,2026-01-14 20:15:43,1,28.93,Critical,1
TCK-202500058,ACC-10866,Mid-Market,south east,Email,Billing,integration_failure,Critical,2026-01-25 18:12:00,Sunday,18,38,41395.08,2,-0.259,The user cannot complete a workflow in Billing. Error appears during integration failure. immediately.,102,1,0,12,Oliver,39,25.61,8,0,2026-01-27 09:00:23,1,38.81,Critical,1
TCK-202500059,ACC-66873,Mid-Market,Northern Ireland,Chat,Data Export,how_to,High,2026-02-06 00:51:00,Friday,0,19,18578.24,3,-0.579,Customer reports how to in Data Export. They need help because the customer is threatening cancellation.,104,0,0,43,Leo,44,1.86,114,0,2026-02-06 07:06:49,0,6.26,High,0
TCK-202500060,ACC-55332,SMB,South East,Email,Security,refund_request,High,2025-10-30 09:57:00,Thursday,9,42,9434.16,2,-0.252,Customer reports refund request in Security. They need help because payment processing is blocked.,98,0,0,37,George,14,12.26,194,0,2025-10-31 05:43:22,1,19.77,High,0
TCK-202500061,ACC-88386,Enterprise,south east ,Chat,Data Export,how_to,Medium,2025-12-04 20:44:00,Thursday,20,36,34119.62,1,0.495,Ticket raised through support queue for Data Export; customer notes how to and asks for next steps.,99,0,0,13,Mia,27,2.32,238,0,2025-12-05 02:45:00,0,6.02,Medium,0
TCK-202500062,ACC-87908,SMB,Northern Ireland,Phone,Payments,how_to,High,2026-01-12 18:42:00,Monday,18,20,10650.92,1,-0.519,The user cannot complete a workflow in Payments. Error appears during how to.,77,0,0,45,George,31,6.31,268,0,2026-01-13 08:17:53,0,13.6,High,0
TCK-202500063,ACC-59412,SMB,East Midlands,Web,Workflow Automation,access_request,High,2026-01-22 22:42:00,Thursday,22,55,40652.58,0,-0.109,Ticket raised through support queue for Workflow Automation; customer notes access request and asks for next steps.,115,0,0,25,Harry,12,6.63,150,0,2026-01-23 15:45:36,0,17.06,High,0
TCK-202500064,ACC-55215,Public Sector,South West,Web,Billing,bug,Critical,2025-10-27 18:40:00,Monday,18,10,31936.04,1,0.809,The user cannot complete a workflow in Billing. Error appears during bug. critical.,83,1,0,34,George,21,0.18,241,0,2025-10-28 21:06:27,1,26.44,Critical,1
TCK-202500065,ACC-68926,Mid-Market,south east ,Email,Mobile App,data_quality,Medium,2025-12-07 17:42:00,Sunday,17,34,12406.27,2,0.476,Client asks for urgent support regarding data quality; impact: a senior stakeholder is waiting.,95,0,0,16,Isla,5,7.07,45,0,2025-12-08 12:49:23,0,19.12,Medium,0
TCK-202500066,ACC-60293,SMB,South West,Phone,Workflow Automation,access_request,Medium,2025-09-26 12:57:00,Friday,12,41,48638.52,0,0.972,Ticket raised through support queue for Workflow Automation; customer notes access request and asks for next steps.,115,0,0,14,Ava,31,4.21,27,0,2025-09-26 13:15:00,0,0.3,Medium,0
TCK-202500067,ACC-82053,Mid-Market,East Midlands,Chat,Account Access,bug,High,2026-01-09 21:16:00,Friday,21,16,9276.55,0,0.182,The user cannot complete a workflow in Account Access. Error appears during bug.,80,0,0,32,George,17,15.86,31,0,2026-01-10 21:19:46,1,24.06,High,1
TCK-202500068,ACC-46842,Mid-Market,West Midlands,Phone,Account Access,refund_request,Critical,,Friday,15,31,23083.51,0,-0.537,Ticket raised through support queue for Account Access; customer notes refund request and asks for next steps.,110,0,0,36,Harry,12,14.1,209,0,2026-01-04 05:07:32,1,37.23,Critical,1
TCK-202500069,ACC-22208,Mid-Market,South West,Phone,Mobile App,refund_request,High,2026-01-29 03:48:00,Thursday,3,31,25283.93,2,0.18,Ticket raised through support queue for Mobile App; customer notes refund request and asks for next steps. Customer mentions invoice correction.,144,0,1,16,Sophie,37,0.84,66,0,2026-01-29 22:55:17,1,19.12,High,0
TCK-202500070,ACC-97098,Enterprise,West Midlands,Phone,Reporting,bug,Critical,2025-09-18 07:51:00,Thursday,7,48,42796.5,3,0.054,Customer reports bug in Reporting. They need help because payment processing is blocked.,88,0,0,49,Noah,1,1.13,170,0,2025-09-19 15:18:28,1,31.46,Critical,1
TCK-202500071,ACC-56030,Mid-Market,West Midlands,Phone,Payments,bug,Critical,2025-09-23 10:04:00,Tuesday,10,13,31872.44,0,-0.223,The user cannot complete a workflow in Payments. Error appears during bug. critical.,84,1,0,71,Isla,28,2.68,328,0,2025-09-24 15:01:07,1,28.95,Critical,1
TCK-202500072,ACC-57329,Public Sector,West Midlands,Chat,Data Export,access_request,High,2026-02-27 17:52:00,Friday,17,28,13319.81,4,-0.045,Account team escalated a customer case connected to Data Export. Main issue: access request. critical.,102,1,0,7,Noah,19,4.3,105,0,2026-02-28 13:03:24,0,19.19,High,0
TCK-202500073,ACC-67342,Mid-Market,Scotland,Email,API Integration,how_to,Medium,2026-01-14 00:30:00,Wednesday,0,21,8879.1,0,-0.221,Ticket raised through support queue for API Integration; customer notes how to and asks for next steps.,103,0,0,11,Oliver,36,10.56,108,0,2026-01-14 22:18:17,0,21.8,Medium,0
TCK-202500074,ACC-23487,Enterprise,Greater Manchester,email,Payments,billing_query,Critical,2025-09-28 07:43:00,Sunday,7,47,107687.28,7,1,Customer reports billing query in Payments. They need help because the issue affects only one user. blocked. Customer mentions refund.,134,1,1,17,Grace,43,1.02,12,1,2025-09-29 15:05:27,1,31.37,Critical,1
TCK-202500075,ACC-87554,Public Sector,Scotland,Web,Payments,bug,Critical,2025-12-08 14:02:00,Monday,14,8,160204.2,0,0.868,Ticket raised through support queue for Payments; customer notes bug and asks for next steps.,93,0,0,33,Noah,20,0.78,274,0,2025-12-08 23:51:55,1,9.83,Critical,1
TCK-202500076,ACC-48230,SMB,Northern Ireland,Web,Account Access,how_to,Low,2026-02-19 18:27:00,Thursday,18,37,8078.75,1,0.915,Client asks for urgent support regarding how to; impact: a senior stakeholder is waiting. deadline.,99,1,0,0,Noah,11,2.95,47,0,2026-02-19 23:48:59,0,5.37,Low,0
TCK-202500077,ACC-32789,SMB,South East,Web,Billing,data_quality,Critical,2025-09-23 02:38:00,Tuesday,2,61,23452.5,2,0.124,Customer reports data quality in Billing. They need help because a senior stakeholder is waiting.,97,0,0,28,Mia,45,0.53,51,0,2025-09-24 03:21:27,1,24.72,Critical,1
TCK-202500078,ACC-34530,SMB,South West,Email,Payments,billing_query,Medium,2025-12-10 05:59:00,Wednesday,5,20,9424.2,0,0.079,Account team escalated a customer case connected to Payments. Main issue: billing query.,88,0,0,50,Isla,19,3.86,215,1,2025-12-10 21:49:53,0,15.85,Medium,0
TCK-202500079,ACC-86544,Public Sector,West Midlands,Phone,Mobile App,bug,Critical,,Friday,13,34,109212.52,0,1,Account team escalated a customer case connected to Mobile App. Main issue: bug.,80,0,0,5,Noah,6,19.63,1,0,2026-02-22 05:45:59,1,40.77,Critical,1
TCK-202500080,ACC-90495,SMB,West Midlands,Email,Mobile App,bug,Critical,2026-01-07 06:51:00,Wednesday,6,54,39688.74,0,-0.396,The user cannot complete a workflow in Mobile App. Error appears during bug.,76,0,0,27,Sophie,27,23.76,60,0,2026-01-07 20:06:23,1,13.26,Critical,1
TCK-202500081,ACC-85082,SMB,east midlands,Chat,Payments,performance,High,2025-09-26 14:28:00,Friday,14,24,9089.59,5,0.233,Customer reports performance in Payments. They need help because the renewal review is due. escalate.,101,1,0,32,Grace,1,2.47,248,0,2025-09-27 05:02:37,0,14.58,High,0
TCK-202500082,ACC-39567,SMB,Greater Manchester,Phone,Workflow Automation,bug,Medium,2025-11-08 08:24:00,Saturday,8,31,9169.91,0,,Client asks for urgent support regarding bug; impact: the renewal review is due.,80,0,0,8,Noah,53,6.46,73,0,2025-11-09 05:01:28,0,20.62,Medium,0
TCK-202500083,ACC-22712,SMB,West Midlands,Partner Portal,Billing,access_request,Medium,2026-02-10 21:46:00,Tuesday,21,23,15876.01,1,-0.143,Customer reports access request in Billing. They need help because payment processing is blocked.,97,0,0,28,Isla,35,2.5,46,0,2026-02-11 12:57:34,0,15.19,Medium,0
TCK-202500084,ACC-72236,Mid-Market,Scotland,Email,Reporting,performance,Critical,2026-01-24 17:13:00,Saturday,17,0,3687.87,0,-0.593,Account team escalated a customer case connected to Reporting. Main issue: performance.,87,0,0,31,Leo,23,9.19,48,0,2026-01-26 04:36:47,1,35.4,Critical,1
TCK-202500085,ACC-78493,Enterprise,Greater Manchester,Email,Reporting,performance,Critical,2025-12-12 10:24:00,Friday,10,33,149357.12,1,-0.847,The user cannot complete a workflow in Reporting. Error appears during performance.,83,0,0,61,Muhammad,32,9.46,216,0,2025-12-13 10:11:22,1,23.79,Critical,1
TCK-202500086,ACC-49384,Public Sector,South West,Web,Security,billing_query,Critical,2026-02-14 06:50:00,Saturday,6,41,77583.39,2,-0.714,Customer reports billing query in Security. They need help because several end users are affected.,98,0,0,50,Leo,40,0.24,118,0,2026-02-15 14:51:11,1,32.02,Critical,1
TCK-202500087,ACC-72204,Mid-Market,Northern Ireland,Chat,Mobile App,bug,High,2025-09-10 00:55:00,Wednesday,0,40,24060.89,1,0.629,The user cannot complete a workflow in Mobile App. Error appears during bug.,76,0,0,57,George,23,0.07,147,0,2025-09-11 01:03:23,1,24.14,High,1
TCK-202500088,ACC-91737,SMB,greater manchester,Partner Portal,Data Export,how_to,High,2026-01-03 14:14:00,Saturday,14,33,24291.59,1,0.169,Customer reports how to in Data Export. They need help because a senior stakeholder is waiting.,95,0,0,52,Ava,39,12.97,177,0,2026-01-04 15:29:40,1,25.26,High,1
